timestamp[ns],ang_vel_x[rad/s],ang_vel_y[rad/s],ang_vel_z[rad/s],lin_acc_x[m/s^2],lin_acc_y[m/s^2],lin_acc_z[m/s^2]
1652274610828003584,0.000500037451274693,0.0028649847954511642,0.015348550863564014,0.07740188630879856,-9.827559517037868,-0.10755506904278882
1652274610831000320,-0.002495218999683857,0.0010807181242853403,0.016552776098251343,0.0785777434214484,-9.820982476735114,-0.107212374818651
1652274610834000384,-0.002978632226586342,0.0013911809073761106,0.014195415191352367,0.07847836556704714,-9.812592249530553,-0.11611931937369517
1652274610836997376,-0.0021706135012209415,0.0009106408106163144,0.015672756358981133,0.07054170451599638,-9.808965875726937,-0.12336393847339786
1652274610839997184,-0.004924339707940817,0.000987555948086083,0.01793806254863739,0.09281672405367716,-9.813092600268124,-0.13315405907114036
1652274610842994432,-0.006967715919017792,0.00012802417040802538,0.01762869395315647,0.10122433165130205,-9.812377145475148,-0.14973808672586456
1652274610845994496,-0.009183743968605995,0.001680043525993824,0.016227342188358307,0.09828683516099117,-9.810159469425678,-0.1600975681767799
1652274610848991488,-0.010986516252160072,-0.00019681223784573376,0.016492828726768494,0.0939099261178635,-9.803859492498635,-0.1862147368603386
1652274610851991296,-0.012784820050001144,0.002436921466141939,0.017209451645612717,0.08205004090820439,-9.79851637790501,-0.22055804649423807
1652274610854994432,-0.012100025080144405,0.002352951094508171,0.01718909665942192,0.08736195664596744,-9.808340437304974,-0.23749128031227737
1652274610857994496,-0.011592956259846687,0.0006745305727235973,0.016894660890102386,0.08243526823297143,-9.806031575840711,-0.24660238740360363
1652274610860991744,-0.010258940048515797,-0.0007468520198017359,0.015389171428978443,0.08094581512650474,-9.810337164080142,-0.26890134950587524
1652274610863991808,-0.01002562791109085,0.0007171470206230879,0.016160277649760246,0.0781088016022928,-9.817142167919874,-0.29558893848853185
1652274610866989056,-0.006415419280529022,0.0008107525063678622,0.01479656808078289,0.06411323323792312,-9.822248551148176,-0.29898603358091785
1652274610869989120,-0.006667532026767731,0.0024952690582722425,0.015931960195302963,0.04398304827578831,-9.816268892216682,-0.29423321303064004
1652274610872986112,-0.002339083468541503,0.0038166611921042204,0.01537132915109396,0.0370103483025101,-9.808015443134307,-0.29655869683614
1652274610875986176,-0.0012476886622607708,0.0008798164781183004,0.0140150785446167,0.03434969827549066,-9.805727624458074,-0.30063339892914515
1652274610878983424,0.0028050262480974197,0.002745538018643856,0.01198558323085308,0.03632537084618816,-9.80957611657977,-0.28867862937711175
1652274610881983488,0.00530073419213295,0.0021458270493894815,0.013990400359034538,0.0393347932116827,-9.80472692298293,-0.2767591686004773
1652274610884980736,0.0077773998491466045,0.002424001693725586,0.014319091103971004,0.03495266457074322,-9.791174782970547,-0.25078780159577724
1652274610887980800,0.009383384138345718,0.003429205622524023,0.01087416335940361,0.040572595944907516,-9.79254957845509,-0.2156330659811385
1652274610890977792,0.013613845221698284,0.0014314403524622321,0.011788880452513695,0.046219995281309816,-9.792540810626745,-0.18879552886746823
1652274610893977600,0.016491932794451714,0.0018841465935111046,0.010545588098466396,0.042160659720795225,-9.79282781087458,-0.1548178376755677
1652274610896974848,0.01521582156419754,0.00045720033813267946,0.01217670924961567,0.05337856636564247,-9.785519533687829,-0.12988203339683824
1652274610899974656,0.014283522963523865,0.0007328104693442583,0.012728496454656124,0.06308489483718294,-9.78270272270143,-0.0988584793027956
1652274610902971648,0.010487709194421768,0.0010412121191620827,0.015182862989604473,0.059302668318152424,-9.78510978384316,-0.08386804098244756
1652274610905971712,0.009002607315778732,0.0034063325729221106,0.015010256320238113,0.07941388371833599,-9.791413852423428,-0.07963822139296681
1652274610908968704,0.0065399231389164925,0.002766780322417617,0.017189156264066696,0.08718229836327955,-9.796559983140229,-0.07941729951812886
1652274610911968512,0.003834798466414213,0.003943982534110546,0.017698217183351517,0.1019666379185859,-9.806243172764777,-0.09354724855162203
1652274610914965248,0.002882623113691807,0.004121019039303064,0.017679432407021523,0.1205915876832325,-9.823637375158071,-0.11321947887949645
1652274610917965312,-0.00019153380708303303,0.0021917889825999737,0.019625384360551834,0.11895781246894038,-9.84909681058526,-0.13607122515947556
1652274610920962304,0.00047630188055336475,0.0048347357660532,0.0199198629707098,0.11262589690051972,-9.854386733686923,-0.1563910966079682
1652274610923962112,-0.001546085812151432,0.0029113865457475185,0.02133946679532528,0.10566751999682746,-9.859454538470507,-0.1699269248063676
1652274610926959360,-0.00037346320459619164,0.0019106025574728847,0.02368084527552128,0.0742178768446669,-9.854639247143268,-0.15861602438213301
1652274610929959424,-0.0021048439666628838,-5.722418427467346e-05,0.021678244695067406,0.07362118959315121,-9.855298587834834,-0.15678363958951086
1652274610932962560,-0.005683675408363342,0.0004969995934516191,0.019576741382479668,0.06724679572302848,-9.85728362417221,-0.17894861831488088
1652274610935962624,-0.004134002141654491,-0.0008474350324831903,0.017550082877278328,0.06266744574324694,-9.850816473984718,-0.18766193999396635
1652274610938960128,-0.006923684850335121,0.0016606353456154466,0.016356606036424637,0.04956865268866531,-9.849606513673066,-0.18531775148799642
1652274610941960192,-0.010157759301364422,0.0004966607666574419,0.015777867287397385,0.033535920507460834,-9.840362884509563,-0.20852670457465572
1652274610944957184,-0.006263863295316696,0.001434270991012454,0.01405469048768282,0.03573259258480975,-9.826422037440539,-0.22403228020975366
1652274610947957504,-0.009011623449623585,-0.0003008682979270816,0.011899064294993877,0.04446965818237513,-9.817176070189475,-0.23447450804067774
1652274610950954752,-0.009025598876178265,-0.001599196926690638,0.011171441525220871,0.05813899026706349,-9.81621862333417,-0.2769779076513834
1652274610953954560,-0.006643326953053474,-0.0008528977050445974,0.010945265181362629,0.05907247629147023,-9.810072960186003,-0.3133929089928046
1652274610956951552,-0.004438592121005058,0.0010509358253329992,0.010757715441286564,0.06713992411533835,-9.801620773661137,-0.30697420105691997
1652274610959951616,-0.0028813329990953207,3.1095463782548904e-05,0.012292567640542984,0.07395519818733445,-9.791557644808291,-0.2927235208537429
