timestamp[ns],vel_x[m/s],vel_y[m/s],vel_z[m/s],beam1_vel[m/s],beam2_vel[m/s],beam3_vel[m/s],beam4_vel[m/s]
1652274613111787008,-0.03317071869969368,0.09829806536436081,0.015105225145816803,0.04971678555011749,-0.004803645424544811,-0.020852670073509216,0.031313568353652954
1652274613235536128,-0.028993435204029083,0.10028097033500671,0.0139899468049407,0.04761039838194847,-0.006039479747414589,-0.02244780957698822,0.032543644309043884
1652274613353648896,-0.018982868641614914,0.08825121819972992,0.0032002991065382957,0.03128715604543686,-0.014942875131964684,-0.026944013312458992,0.022540338337421417
1652274613488212224,-0.0087971780449152,0.07222306728363037,0.003077274886891246,0.024434946477413177,-0.013897482305765152,-0.021044250577688217,0.02025708183646202
1652274613594481920,-0.0070009599439799786,0.06917233020067215,0.0005473343771882355,0.01951364055275917,-0.015524232760071754,-0.022158611565828323,0.018268929794430733
1652274613712726016,0.004326143302023411,0.06186486780643463,-0.0013331192312762141,0.014497047290205956,-0.019197920337319374,-0.016515281051397324,0.01656876876950264
1652274613844544768,0.005956094246357679,0.058313820511102676,-0.003301963210105896,0.010462799109518528,-0.01973661035299301,-0.021167755126953125,0.014993199147284031
1652274613858551040,0.005956094246357679,0.058313820511102676,-0.003301963210105896,0.010462799109518528,-0.01973661035299301,-0.021167755126953125,0.014993199147284031
1652274613967940096,0.007973612286150455,0.05601320415735245,-0.0029993813950568438,0.00973575934767723,-0.020030850544571877,-0.016149841248989105,0.014722570776939392
1652274614088790784,0.01004443783313036,0.049938563257455826,-0.004536593332886696,0.006630998570472002,-0.020456815138459206,-0.014086403883993626,0.012023022398352623
1652274614202019840,0.008265904150903225,0.051169656217098236,-0.007346789818257093,0.004702477715909481,-0.02256147563457489,-0.019151637330651283,0.009446559473872185
1652274614451795968,0.005696573294699192,0.04283377155661583,-0.01123693585395813,-0.00028453452978283167,-0.02355019375681877,-0.020313888788223267,0.0027356967329978943
1652274614473460992,0.005696573294699192,0.04283377155661583,-0.01123693585395813,-0.00028453452978283167,-0.02355019375681877,-0.020313888788223267,0.0027356967329978943
1652274614572184064,0.005258429795503616,0.039072588086128235,-0.012776743620634079,-0.0029815398156642914,-0.0234593003988266,-0.022076349705457687,0.0003474620170891285
1652274614701658112,0.006177160423249006,0.033817753195762634,-0.01458204910159111,-0.0059164660051465034,-0.02436700649559498,-0.01923901028931141,-0.0027282806113362312
1652274614815900160,0.0059064775705337524,0.029528522863984108,-0.015725789591670036,-0.008133245632052422,-0.024119718000292778,-0.020899904891848564,-0.004942893050611019
1652274614933792000,0.0056131379678845406,0.02792319655418396,-0.017116155475378036,-0.009747704491019249,-0.024911578744649887,-0.021773554384708405,-0.006770359352231026
1652274615051865088,0.009262552484869957,0.03940588980913162,-0.023980116471648216,-0.013998010195791721,-0.035324323922395706,0.0,-0.008985152468085289
1652274615175434240,0.015095008537173271,0.04909129440784454,-0.02255939692258835,-0.011357462033629417,-0.038327932357788086,-0.027583453804254532,-0.003947902470827103
1652274615292954880,0.011754469014704227,0.06443874537944794,-0.018754273653030396,-0.0030704298987984657,-0.03794442489743233,0.0,0.0032910462468862534
1652274615415673088,0.01069450844079256,0.07854394614696503,-0.011104011908173561,0.007967790588736534,-0.034316059201955795,-0.030539177358150482,0.014132792130112648
1652274615532325120,0.0010228563332930207,0.09976283460855484,-0.0030783498659729958,0.027465753257274628,-0.030295275151729584,-0.01619812846183777,0.024172315374016762
1652274615652417024,0.008605037815868855,0.10849425196647644,0.0015580126782879233,0.02833455801010132,-0.030230749398469925,-0.025786954909563065,0.03315644711256027
1652274615772169984,0.007267025299370289,0.11422303318977356,0.0035429915878921747,0.032215386629104614,-0.029601678252220154,0.0,0.03614826872944832
1652274615892358912,0.018687589094042778,0.10924676805734634,0.0068994141183793545,0.030879363417625427,-0.028244558721780777,0.0,0.04099300876259804
1652274616012409856,0.013055738992989063,0.12769638001918793,0.008527754805982113,0.039044395089149475,-0.03039369359612465,-0.021221930161118507,0.045835040509700775
1652274616132414208,0.009695575572550297,0.12723198533058167,0.008694758638739586,0.04077954590320587,-0.0291455015540123,-0.020022252574563026,0.04447752237319946
1652274616251919104,0.02757272683084011,0.09733795374631882,0.010937425307929516,0.030294107273221016,-0.027620503678917885,0.03010062500834465,0.04187119007110596
1652274616382023168,0.02334672026336193,0.09400688856840134,0.002644619671627879,0.023981722071766853,-0.03035835549235344,-0.015166383236646652,0.03353717550635338
1652274616502452992,0.05338141322135925,0.052135344594717026,-0.0004638464597519487,0.01741802878677845,-0.031137915328145027,0.014667060226202011,0.02526809275150299
1652274616623367936,0.023328909650444984,0.07949428260326385,-0.006791888270527124,0.009755373932421207,-0.03419303521513939,-0.0058068931102752686,0.02097178064286709
1652274616742093056,0.014777974225580692,0.07474838942289352,-0.008373542688786983,0.008798763155937195,-0.03204839676618576,-0.017750157043337822,0.016315888613462448
1652274616863044864,0.0059518893249332905,0.06548606604337692,-0.013537019491195679,0.004072094336152077,-0.0319565124809742,-0.02379215508699417,0.006478017661720514
1652274616981944064,-0.006494460161775351,0.06914421916007996,-0.0125340037047863,0.009304549545049667,-0.028958607465028763,-0.021382004022598267,0.005131335463374853
1652274617122489856,-0.0038403517100960016,0.08509249240159988,-0.007909175008535385,0.01702452078461647,-0.030722610652446747,0.007862970232963562,0.013262895867228508
1652274617232388864,0.0055606975220143795,0.10098283737897873,-0.006442447192966938,0.019937915727496147,-0.03490354120731354,-0.008313879370689392,-0.011086544021964073
1652274617472593920,0.023205511271953583,0.1163952499628067,0.00757613917812705,0.03221645951271057,-0.03077619895339012,0.0,0.04477481544017792
1652274617592428800,-0.01382669247686863,0.11721887439489365,0.0019075609743595123,0.03783541917800903,-0.02689620666205883,-0.028075475245714188,0.02914143167436123
1652274617712517888,-0.016767730936408043,0.11239833384752274,-0.0026640540454536676,0.03417031094431877,-0.028403691947460175,-0.005804093554615974,0.023252954706549644
1652274617832977152,-0.01935160905122757,0.10996030271053314,-0.0046594408340752125,0.031091365963220596,-0.029604235664010048,0.004679080564528704,0.01989489048719406
1652274617960807168,-0.02848977781832218,0.11377397179603577,-0.003168268594890833,0.035460907965898514,-0.02590435929596424,-0.05642877146601677,0.020324498414993286
1652274618072132096,-0.019737740978598595,0.09851105511188507,-0.0036804773844778538,0.029288163408637047,-0.024971988052129745,-0.0344923734664917,0.01738632656633854
1652274618202718976,-0.01571790874004364,0.10698056221008301,-0.0022333930246531963,0.03255435824394226,-0.02829648181796074,0.039375606924295425,0.01821243017911911
1652274618322599936,-0.007831288501620293,0.09197983890771866,0.00539744459092617,0.033171430230140686,-0.024041423574090004,0.12214924395084381,0.01602090522646904
1652274618442049024,-0.03570655360817909,0.10222858935594559,-0.005740816239267588,0.032021161168813705,-0.02330455742776394,0.0,0.012696908786892891
1652274618563203072,-0.02731964737176895,0.08875463902950287,-0.0017928031738847494,0.030708350241184235,-0.02011604607105255,0.02810998260974884,0.013111511245369911
1652274618682443008,-0.029271520674228668,0.08946935832500458,-0.013016466982662678,0.020477985963225365,-0.028420213609933853,-0.02213432639837265,0.003872126340866089
1652274618802051072,-0.020351901650428772,0.12471908330917358,0.0024101254530251026,0.04499300569295883,-0.02623109333217144,0.06297265738248825,0.025771664455533028
1652274618923019008,-0.016591673716902733,0.12596116960048676,0.007400213275104761,0.0538143664598465,-0.02583823725581169,0.04994010180234909,0.03364523500204086
1652274618936135168,-0.016591673716902733,0.12596116960048676,0.007400213275104761,0.0538143664598465,-0.02583823725581169,0.04994010180234909,0.03364523500204086
1652274619042708992,-0.028843823820352554,0.1356324404478073,0.005816506687551737,0.05207430571317673,-0.023882433772087097,-0.027479857206344604,0.03364820405840874
1652274619167900160,-0.01780630089342594,0.13948863744735718,0.008273186162114143,0.05226252228021622,-0.028047777712345123,-0.027104750275611877,0.03986933454871178
1652274619281923072,-0.009575975127518177,0.1282888650894165,0.005458435043692589,0.044387444853782654,-0.027481939643621445,-0.03141001984477043,0.036336787045001984
1652274619403419136,-0.010560867376625538,0.12308718264102936,0.0036840508691966534,0.04152414947748184,-0.027544299140572548,-0.013415719382464886,0.03341365605592728
1652274619522228992,-0.006171619053930044,0.12144982814788818,0.002302767476066947,0.03674831613898277,-0.02925553172826767,-0.023465262725949287,0.03303399309515953
1652274619642391808,-0.0023117850068956614,0.1213812455534935,0.0011484489077702165,0.03467236086726189,-0.03132489696145058,-0.02653765119612217,0.0330805703997612
1652274619762309120,0.004085955210030079,0.1217743530869484,0.0006219935021363199,0.03259216248989105,-0.033984892070293427,-0.030831143260002136,0.03451015055179596
1652274619882284032,0.0034787491895258427,0.12004882842302322,-0.0010859363246709108,0.031088106334209442,-0.034705065190792084,-0.026414521038532257,0.03149731084704399
1652274620002387968,0.011236567050218582,0.11613823473453522,0.0002201949100708589,0.03160452842712402,-0.03568607196211815,-0.025998257100582123,-0.04034426435828209
1652274620145435136,0.013725708238780499,0.1084282174706459,-0.0010163455735892057,0.02478506974875927,-0.034027889370918274,-0.026419389992952347,0.031985606998205185
1652274620251948032,0.011870010755956173,0.10501041263341904,-0.003259003860875964,0.023521877825260162,-0.03519816696643829,-0.021397890523076057,0.027294088155031204
1652274620382690816,0.012860664166510105,0.09982559084892273,-0.004675508942455053,0.020613251253962517,-0.03498762845993042,-0.022031709551811218,0.025997985154390335
1652274620498984192,0.018509244546294212,0.09308163076639175,-0.005748226772993803,0.015389506705105305,-0.03584202378988266,0.07382479310035706,0.023859985172748566
1652274620613869056,0.015577059239149094,0.10255856066942215,-0.016990909352898598,0.008831231854856014,-0.04796077311038971,-0.03422769904136658,0.014997586607933044
1652274620734518016,0.02069667913019657,0.11163993179798126,-0.01641029119491577,0.009391697123646736,-0.0509616956114769,-0.03995475172996521,0.020659951493144035
1652274620865678080,0.026058467105031013,0.13088804483413696,-0.008739287964999676,0.02016701176762581,-0.05052820220589638,-0.03678901866078377,0.03445543721318245
1652274621104624128,0.027424177154898643,0.13697338104248047,-0.0033919457346200943,0.025873370468616486,-0.047446440905332565,-0.033610835671424866,0.04140729084610939
1652274621222637824,0.01885932870209217,0.14651189744472504,-0.0028020916506648064,0.03204641118645668,-0.04758415371179581,-0.002379496581852436,0.04204944893717766
1652274621344134144,0.027562830597162247,0.14612871408462524,-0.0009114539134316146,0.03147415071725845,-0.04798160493373871,0.006870832294225693,0.04582175984978676
1652274621475901952,0.04669955000281334,0.12070348113775253,0.001648700563237071,0.025552667677402496,-0.04483950138092041,-0.017609938979148865,0.04664803296327591
1652274621597124096,0.044631876051425934,0.11638981848955154,0.0002451454056426883,0.020217619836330414,-0.044040173292160034,-0.015690330415964127,0.042036376893520355
1652274621714272000,0.0441996268928051,0.11073196679353714,-0.004210067447274923,0.01454170886427164,-0.047839559614658356,-0.020614735782146454,0.037656720727682114
1652274621836174848,0.04402279481291771,0.09588725119829178,-0.0061266920529305935,0.012539355084300041,-0.045009590685367584,-0.017678042873740196,0.03163730725646019
1652274621953265920,0.04189806804060936,0.09787572920322418,-0.009112047031521797,0.006729011423885822,-0.04624094441533089,0.0,0.02940407581627369
1652274622075827968,0.038676656782627106,0.08869276195764542,-0.018819907680153847,-0.0028346332255750895,-0.05376840755343437,-0.027728397399187088,0.016985535621643066
1652274622195805952,0.04443269595503807,0.11141467839479446,0.005989035125821829,0.03763116896152496,-0.038309842348098755,0.03435884043574333,0.04540160298347473
1652274622225127936,0.04443269595503807,0.11141467839479446,0.005989035125821829,0.03763116896152496,-0.038309842348098755,0.03435884043574333,0.04540160298347473
1652274622313890816,0.0028602632228285074,0.15933986008167267,0.004140972625464201,0.04348612204194069,-0.032683949917554855,-0.177027627825737,0.052682772278785706
1652274622436067072,0.009430836886167526,0.14167386293411255,0.014817370101809502,0.05035790055990219,-0.027969440445303917,-0.006241802126169205,0.05280661582946777
1652274622554457856,0.12660489976406097,0.12523889541625977,0.045734647661447525,0.04393347352743149,-0.027317693457007408,0.050103627145290375,0.04107837751507759
1652274622674375936,-0.009061847813427448,0.13062284886837006,0.00427047535777092,0.04275720566511154,-0.029041476547718048,0.02317742444574833,0.03465740382671356
1652274622796710912,-0.018898583948612213,0.12278497219085693,0.0006463161553256214,0.039008140563964844,-0.027637595310807228,0.01282852329313755,0.02852337807416916
1652274622914599936,-0.026065248996019363,0.11865248531103134,-0.002059030579403043,0.037629932165145874,-0.027333637699484825,-0.022237874567508698,0.022815829142928123
1652274623033394176,-0.022230274975299835,0.11390885710716248,-0.0016726580215618014,0.03661264106631279,-0.02673608623445034,-0.026830404996871948,0.0208074152469635
1652274623159642880,-0.03366661071777344,0.10859563946723938,-0.004251102451235056,0.03582504764199257,-0.024662787094712257,-0.036608438938856125,0.012737512588500977
1652274623180424960,-0.03366661071777344,0.10859563946723938,-0.004251102451235056,0.03582504764199257,-0.024662787094712257,-0.036608438938856125,0.012737512588500977
1652274623395220992,-0.03522557392716408,0.1012713685631752,-0.0063573624938726425,0.032826002687215805,-0.025922443717718124,0.004251169040799141,0.010525275953114033
1652274623513175040,-0.06262674927711487,0.12849508225917816,-0.0021494789980351925,0.05001353472471237,-0.019928600639104843,0.02577892690896988,0.014140157029032707
1652274623527389952,-0.06262674927711487,0.12849508225917816,-0.0021494789980351925,0.05001353472471237,-0.019928600639104843,0.02577892690896988,0.014140157029032707
1652274623632747776,-0.05777125060558319,0.13541994988918304,0.0031402234453707933,0.057161010801792145,-0.018684161826968193,0.00417732959613204,0.019925899803638458
1652274623760968960,-0.0552571676671505,0.13231824338436127,0.00437416136264801,0.054798759520053864,-0.01681138016283512,0.0,0.02489377185702324
1652274623871763968,-0.062203869223594666,0.1359315663576126,0.00943714939057827,0.06501637399196625,-0.013218543492257595,-0.03445142135024071,0.026917051523923874
1652274624006227968,-0.06376902759075165,0.1295389086008072,0.005914889741688967,0.05879456177353859,-0.01348239928483963,-0.04574988782405853,0.021299920976161957
1652274624112414976,-0.06445693969726562,0.12213708460330963,0.003843119367957115,0.05414140224456787,-0.012715581804513931,-0.04650271311402321,0.0156840980052948
1652274624235555840,-0.0622851587831974,0.11126837879419327,-0.0004888282273896039,0.04762466624379158,-0.014963172376155853,-0.04661790281534195,0.010535316541790962
1652274624353732096,-0.06304731965065002,0.11641103029251099,0.0021496505942195654,0.05094990134239197,-0.012591563165187836,-0.040712520480155945,0.014669985510408878
1652274624472435968,-0.06659555435180664,0.10507841408252716,0.0025040784385055304,0.048875197768211365,-0.008839571848511696,-0.043882109224796295,0.012649843469262123
1652274624592506880,-0.05430741608142853,0.0944620817899704,0.00543995900079608,0.04554954171180725,-0.007497132755815983,0.0034704450517892838,0.015486718155443668
1652274624712218112,-0.048109933733940125,0.08924661576747894,0.003456807928159833,0.04100058972835541,-0.00829427968710661,-0.03382507339119911,0.013169527053833008
1652274624837876992,-0.046186964958906174,0.07856647670269012,0.0014915004139766097,0.03484418988227844,-0.006917621474713087,-0.03256302699446678,0.010836834087967873
1652274624952235008,-0.04720822721719742,0.0631762370467186,-0.0023698206059634686,0.027183406054973602,-0.004579892382025719,-0.03230276703834534,0.0034344978630542755
1652274625072174080,-0.043464161455631256,0.05919186770915985,-0.0009019736899062991,0.026445941999554634,-0.0047353580594062805,-0.028902888298034668,0.0035310396924614906
1652274625193336064,-0.0427110530436039,0.05211376026272774,-0.00044026816613040864,0.025439774617552757,-0.0034861057065427303,-0.02596955932676792,0.0017940886318683624
1652274625312272128,-0.03728565573692322,0.04371853545308113,-0.0006551049300469458,0.021392909809947014,-0.002378972014412284,-0.02251141518354416,0.0010918662883341312
1652274625435709952,-0.029412375763058662,0.039864543825387955,-0.002691988367587328,0.016241034492850304,-0.005195328965783119,-0.021255869418382645,0.0003745218273252249
1652274625562990848,-0.013643753714859486,0.020944535732269287,-0.0009526836220175028,0.008878810331225395,-0.003368615871295333,-0.009841677732765675,0.0009193625301122665
1652274625574398976,-0.013643753714859486,0.020944535732269287,-0.0009526836220175028,0.008878810331225395,-0.003368615871295333,-0.009841677732765675,0.0009193625301122665
1652274625684711936,-0.0034498097375035286,0.014196455478668213,-0.002007054863497615,0.0031288661994040012,-0.004923481494188309,-0.006416959688067436,0.0008334135636687279
