time_sec,pN_fused,pE_fused,vN_fused,vE_fused,pN_ins,pE_ins,vN_ins,vE_ins
1652274616.7249417,1.2344618495129567,0.1428964865510477,3.9203479907230347,0.3035598214637696,170.7042131305917,10.711017138473046,56.961076881413064,4.242645680152663
1652274616.7279396,1.2462571490835601,0.14380926267799643,3.948388914352599,0.3053602956728467,170.87502538402828,10.723739357029718,56.989117805042625,4.24444615436174
1652274616.7309408,1.2581489338959972,0.14472845225084308,3.9765935003165174,0.30721059384898564,171.0460970638258,10.736480089904045,57.017322391006545,4.246296452537879
1652274616.7339387,1.2701128833411552,0.14565208840786678,4.00465105952432,0.308954334572813,171.21707796713693,10.749213168490792,57.04537995021435,4.248040193261707
1652274616.7369397,1.2821721434326112,0.14658172390255853,4.03262666309128,0.3106308302692911,171.3883035437869,10.761963338880985,57.073355553781305,4.249716688958185
1652274616.7399378,1.2943052100623404,0.14751543408556927,4.060746206167583,0.3122013764222654,171.55946714270914,10.774707499899698,57.101475096857605,4.2512872351111595
1652274616.742939,0.8741985457258645,0.11802342525403792,2.9541282451405637,0.23400656996718833,171.73087607167741,10.787468517357386,57.12971636988122,4.252973524778189
1652274616.745937,0.8830971399830666,0.11872756956966367,2.98219381398259,0.23573362863464914,171.902193945942,10.800221588907005,57.15778193872325,4.25470058344565
1652274616.7489378,0.8920879517240109,0.11943732682204249,3.0100188396710035,0.2373066831047755,172.07375659614647,10.812991590804323,57.18560696441166,4.256273637915776
1652274616.7519362,0.9011544764242648,0.12015109493847914,3.037814512509205,0.23881297277478508,172.24525626980466,10.825755315010294,57.213402637249864,4.257779927585786
1652274616.7549372,0.9103132612659289,0.1208701694016054,3.065828460748559,0.24039620944597198,172.4170007620604,10.8385356629739,57.24141658548922,4.259363164256973
1652274616.7579353,0.9195466426697859,0.12159329661458165,3.0938327310909406,0.2420076289433195,172.58865342347167,10.851307717420871,57.2694208558316,4.2609745837543205
1652274616.7609363,0.9288732048634146,0.1223219652302481,3.121621260014083,0.24359533615897036,172.7605656930794,10.864097659537018,57.29720938475474,4.262562290969972
1652274616.7639406,0.9382927426900417,0.12305612325941617,3.1493748431409863,0.24516560145292074,172.93273736572684,10.87690543733315,57.32496296788164,4.264132556263922
1652274616.7669415,0.9477862685115033,0.12379416019772711,3.177347879725897,0.24668064784796495,173.1048165989624,10.88970474777194,57.35293600446655,4.265647602658967
1652274616.76994,0.9573549843037661,0.12453622419568114,3.2054724863134822,0.24831380092388414,173.2768184637126,10.90249676785943,57.38106061105413,4.267280755734886
1652274616.7729478,0.9670393604857959,0.125285616494574,3.233607421951006,0.24995235525488987,173.44946300897385,10.915335212758395,57.409195546691656,4.2689193100658915
1652274616.775953,0.9767989300019776,0.12603915693184337,3.261548625852905,0.25154135512647574,173.6220301891131,10.928166488384791,57.43713675059355,4.270508309937477
1652274616.7789552,0.9866324035523917,0.12679659939982468,3.2894884776356386,0.25306504728710427,173.79450484587989,10.940989319775413,57.465076602376286,4.272032002098106
